unique_code,density,density_band,expected_gmv_c,median_household_income,median_income_band,menu_type_c,cuisines_regional,cuisines_continental,population,population_band,region,school_zone,state_code,tenure_in_complete_months,zip_code
R85015,8182,"5,001 - 20,000",,"$71,618","$60,000 - $100,000",Chinese-Unknown,,,31580,"20,201 - 50,000",Northeast,B+,NY,26,11370
R89085,771,"501 - 5,000",,"$71,638","$60,000 - $100,000",Japanese,,,42299,"20,201 - 50,000",Northeast,A,PA,0,18042
R89085,771,"501 - 5,000",10400,"$71,638","$60,000 - $100,000",Japanese,,,42299,"20,201 - 50,000",Northeast,A,PA,0,18042
R86821,324,101 - 500,,"$71,679","$60,000 - $100,000",Japanese,,,46357,"20,201 - 50,000",Southeast,B,FL,7,34221
R85515,7596,"5,001 - 20,000",,"$71,728","$60,000 - $100,000",Chinese-Unknown,,,64304,"50,001+",Northeast,B+,NY,4,11434
R85515,7596,"5,001 - 20,000",,"$71,728","$60,000 - $100,000",Chinese-Unknown,,,64304,"50,001+",Northeast,B+,NY,4,11434
R86219,682,"501 - 5,000",,"$72,044","$60,000 - $100,000",Chinese-Unknown,,,45611,"20,201 - 50,000",Southeast,No Data,FL,0,32738
R87161,1464,"501 - 5,000",,"$72,164","$60,000 - $100,000",Chinese-Unknown,,,44489,"20,201 - 50,000",Southeast,B-,FL,4,33436
R87087,12759,"5,001 - 20,000",,"$72,273","$60,000 - $100,000",Chinese-Unknown,,,83825,"50,001+",Northeast,B+,NY,8,11377
R83981,12759,"5,001 - 20,000",,"$72,273","$60,000 - $100,000",Chinese-Unknown,,,83825,"50,001+",Northeast,B+,NY,0,11377
R85222,80,1 - 100,,"$72,331","$60,000 - $100,000",Chinese-Unknown,,,18007,"5,001 - 20,000",Northeast,B-,NY,0,12534
R86367,11148,"5,001 - 20,000",,"$72,342","$60,000 - $100,000",Chinese-Unknown,,,31481,"20,201 - 50,000",Northeast,B+,NY,12,11369
R87716,2754,"501 - 5,000",32500,"$72,394","$60,000 - $100,000",Chinese-Unknown;Japanese;Thai,,,76508,"50,001+",Southeast,B,FL,0,33024
R87668,2747,"501 - 5,000",,"$72,692","$60,000 - $100,000",Chinese-Unknown,,,72348,"50,001+",West,B-,CA,0,91766
R87668,2747,"501 - 5,000",,"$72,692","$60,000 - $100,000",Chinese-Unknown,,,72348,"50,001+",West,B-,CA,0,91766
R87668,2747,"501 - 5,000",,"$72,692","$60,000 - $100,000",Chinese-Unknown;Thai,,,72348,"50,001+",West,B-,CA,0,91766
R86352,737,"501 - 5,000",,"$72,822","$60,000 - $100,000",Chinese-Unknown,,,26655,"20,201 - 50,000",Southeast,C+,VA,18,23703
R85709,1921,"501 - 5,000",,"$72,955","$60,000 - $100,000",Chinese-Unknown;Cajun,,,55298,"50,001+",Southeast,B,FL,0,33312
R87305,99,1 - 100,,"$72,996","$60,000 - $100,000",Chinese-Unknown;Other,,,67605,"50,001+",West,B-,CA,12,93230
R85313,613,"501 - 5,000",,"$73,148","$60,000 - $100,000",Japanese,,,55149,"50,001+",Northeast,B+,NY,0,12550
R87591,45,1 - 100,14040,"$73,347","$60,000 - $100,000",Chinese-Unknown,,,13173,"5,001 - 20,000",Midwest,B+,OH,8,43567
R82903,2111,"501 - 5,000",,"$73,361","$60,000 - $100,000",Chinese-Unknown,,,38893,"20,201 - 50,000",Midwest,C+,OH,39,44118
R85273,1105,"501 - 5,000",,"$53,727","$1 - $60,000",Chinese-Unknown,,,36940,"20,201 - 50,000",Midwest,B-,IN,12,46219
R85837,1286,"501 - 5,000",,"$73,527","$60,000 - $100,000",Chinese-Unknown;Japanese,,,21644,"20,201 - 50,000",Midwest,B-,MN,0,55420
R87377,714,"501 - 5,000",,"$73,577","$60,000 - $100,000",Chinese-Unknown;Japanese,,,46904,"20,201 - 50,000",Northeast,B+,PA,0,19464
R89011,714,"501 - 5,000",0,"$73,577","$60,000 - $100,000",Japanese,,,46904,"20,201 - 50,000",Northeast,B+,PA,0,19464
R85277,171,101 - 500,,"$73,588","$60,000 - $100,000",Chinese-Unknown,,,27506,"20,201 - 50,000",Midwest,B+,MN,0,55904
R89098,28,1 - 100,51480,"$73,750","$60,000 - $100,000",Chinese-Unknown,,,8785,"5,001 - 20,000",Southeast,B,AL,0,36345
R85811,84,1 - 100,,"$73,762","$60,000 - $100,000",Japanese,,,15874,"5,001 - 20,000",Southeast,C+,AR,0,72364
R87266,43,1 - 100,,"$73,826","$60,000 - $100,000",Other,,,16299,"5,001 - 20,000",West,B-,CO,1,81521
R86001,48,1 - 100,,"$73,829","$60,000 - $100,000",Japanese,,,28525,"20,201 - 50,000",Southeast,B,FL,12,32327
R87697,94,1 - 100,,"$73,843","$60,000 - $100,000",Japanese,,,49625,"20,201 - 50,000",Southeast,C+,VA,5,23434
R87285,1436,"501 - 5,000",,"$74,073","$60,000 - $100,000",Chinese-Unknown,,,36889,"20,201 - 50,000",Midwest,C-,WI,2,53207
R87098,1499,"501 - 5,000",,"$74,073","$60,000 - $100,000",Chinese-Unknown,,,23866,"20,201 - 50,000",Southeast,B-,FL,11,33426
R87362,664,"501 - 5,000",39000,"$74,074","$60,000 - $100,000",Chinese-Unknown,,,31376,"20,201 - 50,000",Southeast,B,SC,1,29456
R87933,3916,"501 - 5,000",,"$74,518","$60,000 - $100,000",Chinese-Unknown,,,40980,"20,201 - 50,000",Midwest,B-,MN,2,55407
R87933,3916,"501 - 5,000",,"$74,518","$60,000 - $100,000",,,,40980,"20,201 - 50,000",Midwest,B-,MN,2,55407
R85111,172,101 - 500,,"$74,545","$60,000 - $100,000",Chinese-Unknown,,,8649,"5,001 - 20,000",Northeast,B,PA,14,18088
R87868,1115,"501 - 5,000",,"$74,623","$60,000 - $100,000",Chinese-Unknown,,,20248,"20,201 - 50,000",Northeast,C,PA,0,19061
R87233,19140,"5,001 - 20,000",,"$74,839","$60,000 - $100,000",Chinese-Unknown;Japanese,,,46843,"20,201 - 50,000",Northeast,B+,NY,4,11205
R86271,116,101 - 500,,"$74,853","$60,000 - $100,000",Chinese-Unknown,,,59799,"50,001+",Southeast,A-,GA,0,30263
R87753,560,"501 - 5,000",15000,"$74,948","$60,000 - $100,000",Chinese-Unknown;Other,,,60164,"50,001+",Southwest,B+,TX,0,77521
R83988,1260,"501 - 5,000",,"$74,991","$60,000 - $100,000",Chinese-Unknown;Japanese,,,22581,"20,201 - 50,000",Midwest,B+,IN,5,46322
R87732,36,1 - 100,,"$75,000","$60,000 - $100,000",Japanese;Wings,,,6060,"5,001 - 20,000",Northeast,C+,NY,0,12822
R85003,80,1 - 100,,"$75,029","$60,000 - $100,000",Chinese-Unknown,,,22380,"20,201 - 50,000",Southeast,B+,FL,,34714
R87176,1240,"501 - 5,000",,"$75,104","$60,000 - $100,000",Wings,,,32601,"20,201 - 50,000",Southeast,No Data,GA,9,30341
R87223,4878,"501 - 5,000",,"$75,379","$60,000 - $100,000",Japanese,,,77195,"50,001+",West,B+,CA,3,90706
R89185,1356,"501 - 5,000",,"$75,510","$60,000 - $100,000",Chinese-Unknown,,,107673,"50,001+",Southwest,A,TX,0,77084
R85717,5858,"5,001 - 20,000",,"$75,588","$60,000 - $100,000",Chinese-Unknown,,,18037,"5,001 - 20,000",Northeast,B+,NY,10,10302
R86783,2002,"501 - 5,000",,"$75,718","$60,000 - $100,000",Chinese-Unknown,,,33070,"20,201 - 50,000",Southeast,A,FL,0,33611
R86072,4244,"501 - 5,000",,"$75,750","$60,000 - $100,000",Chinese-Unknown,,,15716,"5,001 - 20,000",Northeast,B+,NY,3,10470
R86817,45,1 - 100,,"$59,648","$1 - $60,000",Chinese-Unknown,,,27521,"20,201 - 50,000",Midwest,B,IN,0,47933
R85158,768,"501 - 5,000",,"$75,827","$60,000 - $100,000",Chinese-Unknown,,,39289,"20,201 - 50,000",Southeast,C+,KY,7,40229
R85171,332,101 - 500,,"$75,865","$60,000 - $100,000",Japanese,,,30900,"20,201 - 50,000",Southeast,B-,FL,4,32221
R85821,2322,"501 - 5,000",,"$76,028","$60,000 - $100,000",Chinese-Unknown,,,18941,"5,001 - 20,000",West,B-,CO,4,80224
R85208,320,101 - 500,,"$76,250","$60,000 - $100,000",Chinese-Unknown;Japanese,,,24752,"20,201 - 50,000",Northeast,B+,MD,0,21001
R86113,2211,"501 - 5,000",,"$76,348","$60,000 - $100,000",Chinese-Unknown,,,76930,"50,001+",West,B-,CA,3,91706
R87086,1228,"501 - 5,000",,"$76,402","$60,000 - $100,000",Chinese-Unknown,,,35737,"20,201 - 50,000",Southeast,A-,FL,2,32817
R86809,202,101 - 500,,"$61,233","$60,000 - $100,000",Chinese-Unknown;Other,,,43279,"20,201 - 50,000",Midwest,A+,IN,11,47401
R85016,1420,"501 - 5,000",,"$76,500","$60,000 - $100,000",Chinese-Unknown,,,24363,"20,201 - 50,000",West,B+,NV,15,89134
R89221,664,"501 - 5,000",13000,"$76,562","$60,000 - $100,000",Chinese-Unknown;Japanese,,,52254,"50,001+",Southeast,B,TN,1,37421
R87955,664,"501 - 5,000",,"$76,562","$60,000 - $100,000",Cajun,,,52254,"50,001+",Southeast,B,TN,1,37421
R87771,664,"501 - 5,000",,"$76,562","$60,000 - $100,000",Japanese,,,52254,"50,001+",Southeast,B,TN,4,37421
R83917,2260,"501 - 5,000",,"$76,645","$60,000 - $100,000",Chinese-Unknown,,,51495,"50,001+",Southwest,B+,AZ,19,85283
R85392,2260,"501 - 5,000",,"$76,645","$60,000 - $100,000",Chinese-Unknown,,,51495,"50,001+",Southwest,B+,AZ,0,85283
R85722,257,101 - 500,,"$76,683","$60,000 - $100,000",Chinese-Unknown;Other,,,12045,"5,001 - 20,000",Southeast,B+,AL,2,35004
R86579,1819,"501 - 5,000",,"$76,684","$60,000 - $100,000",Chinese-Unknown,,,16083,"5,001 - 20,000",Southeast,B,FL,14,33708
R87632,11302,"5,001 - 20,000",,"$76,731","$60,000 - $100,000",Chinese-Unknown,,,72384,"50,001+",Northeast,B+,NY,0,10469
R87632,11302,"5,001 - 20,000",,"$76,731","$60,000 - $100,000",Chinese-Unknown,,,72384,"50,001+",Northeast,B+,NY,0,10469
R87632,11302,"5,001 - 20,000",,"$76,731","$60,000 - $100,000",Chinese-Unknown,,,72384,"50,001+",Northeast,B+,NY,0,10469
R86399,11302,"5,001 - 20,000",,"$76,731","$60,000 - $100,000",Chinese-Unknown,,,72384,"50,001+",Northeast,B+,NY,9,10469
R87711,311,101 - 500,,"$76,753","$60,000 - $100,000",Japanese;Cajun,,,39194,"20,201 - 50,000",Southeast,B+,LA,0,70433
R86016,464,101 - 500,,"$76,890","$60,000 - $100,000",Chinese-Unknown,,,22542,"20,201 - 50,000",Midwest,B,OH,0,44319
R85651,15056,"5,001 - 20,000",,"$76,915","$60,000 - $100,000",Chinese-Unknown,,,59605,"50,001+",Northeast,B+,NY,1,11435
R86503,427,101 - 500,,"$77,033","$60,000 - $100,000",Chinese-Unknown,,,16810,"5,001 - 20,000",Southeast,A,AR,14,72022
R81198,1783,"501 - 5,000",,"$77,322","$60,000 - $100,000",Chinese-Unknown,,,41441,"20,201 - 50,000",Southeast,A,FL,24,33428
R81198,1783,"501 - 5,000",11700,"$77,322","$60,000 - $100,000",Chinese-Unknown,,,41441,"20,201 - 50,000",Southeast,A,FL,24,33428
R83879,1312,"501 - 5,000",,"$77,327","$60,000 - $100,000",Chinese-Unknown;Other,,,42077,"20,201 - 50,000",West,B,CO,3,80501
R86098,1312,"501 - 5,000",,"$77,327","$60,000 - $100,000",Chinese-Unknown;Other,,,42077,"20,201 - 50,000",West,B,CO,11,80501
R86902,1312,"501 - 5,000",,"$77,327","$60,000 - $100,000",Chinese-Unknown,,,42077,"20,201 - 50,000",West,B,CO,12,80501
R86277,901,"501 - 5,000",,"$77,422","$60,000 - $100,000",Chinese-Unknown,,,6471,"5,001 - 20,000",Midwest,B-,OH,6,43460
R85233,105,101 - 500,,"$77,470","$60,000 - $100,000",Chinese-Unknown,,,20506,"20,201 - 50,000",Southeast,B,NC,12,28461
R86571,2825,"501 - 5,000",,"$77,482","$60,000 - $100,000",Chinese-Unknown;Japanese,Japanese,Asian,55822,"50,001+",Southeast,B+,FL,8,33165
R87205,735,"501 - 5,000",,"$77,571","$60,000 - $100,000",Chinese-Unknown,,,41051,"20,201 - 50,000",Northeast,C+,MD,11,21220
R86535,428,101 - 500,,"$77,601","$60,000 - $100,000",Chinese-Unknown,,,59059,"50,001+",Southeast,B,SC,1,29732
R87206,1638,"501 - 5,000",,"$77,733","$60,000 - $100,000",Chinese-Unknown,,,40257,"20,201 - 50,000",Southeast,A,FL,11,33433
R89037,2178,"501 - 5,000",,"$77,737","$60,000 - $100,000",Chinese-Unknown,,,31668,"20,201 - 50,000",Northeast,C-,PA,0,19114
R86757,841,"501 - 5,000",,"$77,831","$60,000 - $100,000",Chinese-Unknown,,,52252,"50,001+",Southeast,A,GA,0,30907
R86196,78,1 - 100,,"$77,868","$60,000 - $100,000",Chinese-Unknown,,,38482,"20,201 - 50,000",Southeast,B,SC,10,29803
R87932,344,101 - 500,,"$78,036","$60,000 - $100,000",Chinese-Unknown;Japanese,,,3874,"1 - 5,000",Midwest,B+,WI,2,54474
R85191,2199,"501 - 5,000",,"$78,195","$60,000 - $100,000",Chinese-Unknown,,,60679,"50,001+",West,B,NV,,89123
R85226,91,1 - 100,,"$78,329","$60,000 - $100,000",Chinese-Unknown,,,38324,"20,201 - 50,000",Southeast,B-,SC,23,29461
R87983,91,1 - 100,,"$78,329","$60,000 - $100,000",Chinese-Unknown;Thai,,,38324,"20,201 - 50,000",Southeast,B-,SC,4,29461
R86222,649,"501 - 5,000",,"$78,363","$60,000 - $100,000",Chinese-Unknown,,,60028,"50,001+",Southeast,A,SC,0,29485
R89226,84,1 - 100,,"$78,473","$60,000 - $100,000",Chinese-Unknown,,,18753,"5,001 - 20,000",Midwest,C,OH,0,43056
R86709,1230,"501 - 5,000",,"$78,512","$60,000 - $100,000",Chinese-Unknown,,,54985,"50,001+",Northeast,B,PA,4,19020
R89132,1230,"501 - 5,000",13000,"$78,512","$60,000 - $100,000",Chinese-Unknown,,,54985,"50,001+",Northeast,B,PA,0,19020
R86709,1230,"501 - 5,000",,"$78,512","$60,000 - $100,000",Chinese-Unknown,,,54985,"50,001+",Northeast,B,PA,4,19020
R85511,60,1 - 100,,"$78,548","$60,000 - $100,000",Chinese-Unknown,,,23805,"20,201 - 50,000",Southeast,A,KY,8,40383
R85278,121,101 - 500,,"$78,556","$60,000 - $100,000",Chinese-Unknown,,,15389,"5,001 - 20,000",Northeast,C+,PA,7,17067
R87079,1599,"501 - 5,000",,"$78,836","$60,000 - $100,000",Chinese-Unknown;Thai;Other,Chinese,Asian,61639,"50,001+",Southwest,B+,TX,0,78249
R87191,311,101 - 500,,"$78,946","$60,000 - $100,000",Other,,,43333,"20,201 - 50,000",Southeast,A-,LA,0,70737
R86501,19183,"5,001 - 20,000",,"$79,136","$60,000 - $100,000",Chinese-Unknown;Japanese;Thai,,,48876,"20,201 - 50,000",Northeast,B+,NY,5,11237
R87808,19183,"5,001 - 20,000",6000,"$79,136","$60,000 - $100,000",Japanese,,,48876,"20,201 - 50,000",Northeast,B+,NY,4,11237
R86598,19183,"5,001 - 20,000",,"$79,136","$60,000 - $100,000",Japanese,,,48876,"20,201 - 50,000",Northeast,B+,NY,1,11237
R85366,666,"501 - 5,000",,"$79,148","$60,000 - $100,000",Chinese-Unknown,,,25616,"20,201 - 50,000",Southeast,B-,LA,18,70809
R87768,666,"501 - 5,000",,"$79,148","$60,000 - $100,000",Chinese-Unknown,,,25616,"20,201 - 50,000",Southeast,B-,LA,0,70809
R86622,64,1 - 100,,"$79,226","$60,000 - $100,000",Chinese-Unknown,,,10573,"5,001 - 20,000",Southeast,B,AL,18,35128
R87576,1459,"501 - 5,000",29250,"$79,317","$60,000 - $100,000",Chinese-Unknown,,,35019,"20,201 - 50,000",Southeast,A,VA,5,23453
R87135,1459,"501 - 5,000",,"$79,317","$60,000 - $100,000",Japanese,,,35019,"20,201 - 50,000",Southeast,A,VA,8,23453
R87587,945,"501 - 5,000",,"$79,363","$60,000 - $100,000",Chinese-Unknown,,,24979,"20,201 - 50,000",Southeast,A-,FL,4,32233
R87587,945,"501 - 5,000",,"$79,363","$60,000 - $100,000",Chinese-Unknown,,,24979,"20,201 - 50,000",Southeast,A-,FL,4,32233
R86362,289,101 - 500,,"$79,365","$60,000 - $100,000",Chinese-Unknown,,,7551,"5,001 - 20,000",Northeast,A,PA,16,17345
R83907,1147,"501 - 5,000",,"$79,777","$60,000 - $100,000",Japanese,,,70705,"50,001+",Southeast,B-,FL,10,34953
R86701,10819,"5,001 - 20,000",,"$79,885","$60,000 - $100,000",Cajun,,,100844,"50,001+",Northeast,B+,NY,0,11236
R85383,73,1 - 100,,"$79,921","$60,000 - $100,000",Chinese-Unknown,,,7331,"5,001 - 20,000",Midwest,B+,OH,8,44273
R86896,43,1 - 100,,"$79,985","$60,000 - $100,000",Chinese-Unknown,,,17242,"5,001 - 20,000",Southeast,A,AR,0,72058
R87201,100,1 - 100,,"$80,017","$60,000 - $100,000",Chinese-Unknown,,,27416,"20,201 - 50,000",Southeast,B,TN,,37379
R86917,339,101 - 500,,"$80,021","$60,000 - $100,000",Chinese-Unknown,,,50683,"50,001+",Southeast,A-,NC,10,27529
R87295,658,"501 - 5,000",,"$80,271","$60,000 - $100,000",Chinese-Unknown,,,55707,"50,001+",Southeast,A-,NC,0,27410
R85178,561,"501 - 5,000",,"$80,350","$60,000 - $100,000",Chinese-Unknown,,,28265,"20,201 - 50,000",Southeast,B-,FL,21,34986
R85712,172,101 - 500,,"$80,370","$60,000 - $100,000",Chinese-Unknown,,,40945,"20,201 - 50,000",Southeast,B+,GA,0,30120
R87005,62,1 - 100,,"$80,386","$60,000 - $100,000",Chinese-Unknown,,,10778,"5,001 - 20,000",Midwest,B,MN,0,56374
R85322,187,101 - 500,,"$80,425","$60,000 - $100,000",Chinese-Unknown,,,30635,"20,201 - 50,000",West,B,CO,20,80817
R86637,1172,"501 - 5,000",,"$80,488","$60,000 - $100,000",Chinese-Unknown,,,19446,"5,001 - 20,000",Midwest,A-,NE,7,68128
R86233,137,101 - 500,,"$80,538","$60,000 - $100,000",Chinese-Unknown,,,9661,"5,001 - 20,000",Northeast,A,DE,15,19975
R86305,771,"501 - 5,000",,"$80,569","$60,000 - $100,000",Chinese-Unknown,,,27843,"20,201 - 50,000",Northeast,C,MD,0,20708
R88576,1642,"501 - 5,000",,"$80,612","$60,000 - $100,000",Chinese-Unknown,,,52288,"50,001+",Southeast,A-,FL,0,33176
R87575,188,101 - 500,,"$80,999","$60,000 - $100,000",Chinese-Unknown;Japanese,,,46162,"20,201 - 50,000",Northeast,B-,MD,0,21921
R86385,286,101 - 500,,"$81,158","$60,000 - $100,000",Chinese-Unknown;Japanese,,,48021,"20,201 - 50,000",Northeast,B,NY,0,10940
R85818,126,101 - 500,,"$81,169","$60,000 - $100,000",Chinese-Unknown,,,31436,"20,201 - 50,000",Southeast,B,FL,,34772
R86605,1711,"501 - 5,000",,"$81,241","$60,000 - $100,000",Chinese-Unknown,,,39803,"20,201 - 50,000",Southeast,A-,FL,2,33624
R86605,1711,"501 - 5,000",,"$81,241","$60,000 - $100,000",Chinese-Unknown,,,39803,"20,201 - 50,000",Southeast,A-,FL,2,33624
R85202,12345,"5,001 - 20,000",,"$81,324","$60,000 - $100,000",Chinese-Unknown,,,41251,"20,201 - 50,000",Northeast,B+,NY,1,11421
R86619,272,101 - 500,,"$81,351","$60,000 - $100,000",Chinese-Unknown,,,26332,"20,201 - 50,000",Southeast,A,AL,4,35007
R86507,585,"501 - 5,000",,"$81,656","$60,000 - $100,000",Japanese,,,60134,"50,001+",Midwest,A-,OH,0,44060
R89008,111,101 - 500,11250,"$81,733","$60,000 - $100,000",Chinese-Unknown;Japanese,,,36497,"20,201 - 50,000",West,B+,CO,0,80524
R87521,701,"501 - 5,000",31200,"$81,963","$60,000 - $100,000",Chinese-Unknown,,,57619,"50,001+",Southeast,B+,VA,3,23320
R86967,1987,"501 - 5,000",,"$81,986","$60,000 - $100,000",Japanese;Other,,,35725,"20,201 - 50,000",Southwest,B+,TX,4,78723
R85112,380,101 - 500,,"$82,056","$60,000 - $100,000",Chinese-Unknown,,,53733,"50,001+",Southeast,C,NC,0,27703
R86022,380,101 - 500,,"$82,056","$60,000 - $100,000",Chinese-Unknown,,,53733,"50,001+",Southeast,C,NC,2,27703
R85832,243,101 - 500,,"$82,156","$60,000 - $100,000",Chinese-Unknown;Japanese,,,11062,"5,001 - 20,000",Southeast,B-,WV,13,25419
R87182,1502,"501 - 5,000",,"$82,241","$60,000 - $100,000",Chinese-Unknown;Other,,,5728,"5,001 - 20,000",Northeast,C-,MD,0,20722
R86363,1658,"501 - 5,000",,"$82,300","$60,000 - $100,000",Other,,,128294,"50,001+",Southwest,A-,TX,0,77449
R86387,1658,"501 - 5,000",,"$82,300","$60,000 - $100,000",Chinese-Unknown,,,128294,"50,001+",Southwest,A-,TX,7,77449
R83897,4273,"501 - 5,000",,"$82,601","$60,000 - $100,000",Chinese-Unknown,,,19096,"5,001 - 20,000",Northeast,A-,NY,2,10805
R86351,972,"501 - 5,000",,"$82,665","$60,000 - $100,000",Chinese-Unknown,,,56781,"50,001+",Southeast,A-,GA,0,30144
R87138,943,"501 - 5,000",,"$82,694","$60,000 - $100,000",Japanese,,,39453,"20,201 - 50,000",Northeast,B,PA,3,18017
R86778,943,"501 - 5,000",,"$82,694","$60,000 - $100,000",Chinese-Unknown,,,39453,"20,201 - 50,000",Northeast,B,PA,1,18017
R87298,330,101 - 500,,"$82,752","$60,000 - $100,000",Chinese-Unknown,,,25575,"20,201 - 50,000",West,B,NV,8,89434
R85119,1377,"501 - 5,000",,"$82,782","$60,000 - $100,000",Chinese-Unknown;Japanese,,,20212,"20,201 - 50,000",Midwest,C+,MN,0,55075
R85962,2268,"501 - 5,000",,"$82,806","$60,000 - $100,000",Chinese-Unknown,,,23287,"20,201 - 50,000",West,B,CO,19,80222
R86528,1519,"501 - 5,000",,"$83,146","$60,000 - $100,000",Chinese-Unknown,,,38878,"20,201 - 50,000",Northeast,C-,MD,12,20785
R83933,1137,"501 - 5,000",,"$83,238","$60,000 - $100,000",Chinese-Unknown,,,54261,"50,001+",Southeast,A-,FL,21,33467
R87507,2116,"501 - 5,000",,"$83,250","$60,000 - $100,000",Chinese-Unknown,,,49875,"20,201 - 50,000",West,C+,CO,0,80233
R85382,206,101 - 500,,"$83,288","$60,000 - $100,000",Chinese-Unknown,,,14081,"5,001 - 20,000",Northeast,B,NY,,12538
R85758,21,1 - 100,,"$83,291","$60,000 - $100,000",Chinese-Unknown,,,5943,"5,001 - 20,000",Midwest,B-,IL,22,62675
R85656,803,"501 - 5,000",,"$83,324","$60,000 - $100,000",Chinese-Unknown;Japanese,,,55018,"50,001+",Southeast,B+,FL,4,32225
R85621,1241,"501 - 5,000",,"$83,371","$60,000 - $100,000",Chinese-Unknown,,,43356,"20,201 - 50,000",Midwest,A-,OH,1,43235
R85378,24,1 - 100,,"$83,592","$60,000 - $100,000",Chinese-Unknown,,,12392,"5,001 - 20,000",Southeast,C,GA,13,30642
R87336,1598,"501 - 5,000",,"$83,648","$60,000 - $100,000",Chinese-Unknown;Japanese,,,54751,"50,001+",Southwest,A-,TX,5,77089
R85609,879,"501 - 5,000",,"$83,708","$60,000 - $100,000",Chinese-Unknown;Wings;Other,,,19491,"5,001 - 20,000",Southeast,A-,SC,22,29206
R87186,671,"501 - 5,000",,"$83,770","$60,000 - $100,000",Wings;Cajun,,,72546,"50,001+",Southeast,B,FL,3,33411
R86675,671,"501 - 5,000",,"$83,770","$60,000 - $100,000",Chinese-Unknown,,,72546,"50,001+",Southeast,B,FL,2,33411
R87598,671,"501 - 5,000",,"$83,770","$60,000 - $100,000",Chinese-Unknown,,,72546,"50,001+",Southeast,B,FL,0,33411
R85215,670,"501 - 5,000",,"$83,782","$60,000 - $100,000",Chinese-Unknown,,,24438,"20,201 - 50,000",Northeast,A-,PA,,16506
R86516,79,1 - 100,,"$83,876","$60,000 - $100,000",Chinese-Unknown,,,7996,"5,001 - 20,000",Northeast,B+,PA,17,16055
R87329,11629,"5,001 - 20,000",,"$83,980","$60,000 - $100,000",Chinese-Unknown,,,44348,"20,201 - 50,000",Northeast,B+,NY,1,11228
R86203,1410,"501 - 5,000",,"$84,055","$60,000 - $100,000",Chinese-Unknown,,,95495,"50,001+",Southwest,B,TX,1,75052
R86322,335,101 - 500,,"$84,110","$60,000 - $100,000",Chinese-Unknown,,,39534,"20,201 - 50,000",Southeast,A,FL,7,34293
R87199,2570,"501 - 5,000",,"$84,274","$60,000 - $100,000",Chinese-Unknown;Japanese,"Vietnamese, Chinese",Asian,28540,"20,201 - 50,000",Southwest,B+,TX,,77025
R87236,1813,"501 - 5,000",,"$84,354","$60,000 - $100,000",Chinese-Unknown;Thai;Other,,,34878,"20,201 - 50,000",West,B+,CO,0,80227
R89035,10806,"5,001 - 20,000",19500,"$84,419","$60,000 - $100,000",Chinese-Unknown,,,31321,"20,201 - 50,000",Northeast,B+,NY,3,11417
R86111,10806,"5,001 - 20,000",,"$84,419","$60,000 - $100,000",Chinese-Unknown,,,31321,"20,201 - 50,000",Northeast,B+,NY,0,11417
R85206,407,101 - 500,,"$84,569","$60,000 - $100,000",Japanese,,,54457,"50,001+",Southeast,A,NC,0,27603
R86558,407,101 - 500,,"$84,569","$60,000 - $100,000",,,,54457,"50,001+",Southeast,A,NC,12,27603
R83971,50,1 - 100,,"$84,601","$60,000 - $100,000",Chinese-Unknown,,,29530,"20,201 - 50,000",Southeast,B+,GA,0,30534
R85211,5998,"5,001 - 20,000",,"$84,691","$60,000 - $100,000",Chinese-Unknown,,,24560,"20,201 - 50,000",Northeast,B+,NY,0,11427
R89102,4146,"501 - 5,000",11700,"$84,764","$60,000 - $100,000",Japanese,,,42726,"20,201 - 50,000",Northeast,B+,NY,0,10305
R85829,454,101 - 500,,"$84,785","$60,000 - $100,000",Chinese-Unknown,,,71189,"50,001+",Midwest,B,OH,16,45011
R89086,621,"501 - 5,000",,"$85,006","$60,000 - $100,000",Other;Sandwich,,,40265,"20,201 - 50,000",Southeast,B-,LA,3,70508
R86307,30,1 - 100,,"$85,050","$60,000 - $100,000",Chinese-Unknown,,,6665,"5,001 - 20,000",Northeast,B,NY,14,12834
R87363,2649,"501 - 5,000",13500,"$85,059","$60,000 - $100,000",Chinese-Unknown,,,48650,"20,201 - 50,000",West,A,WA,2,98133
R87283,3258,"501 - 5,000",,"$85,121","$60,000 - $100,000",Wings,,,30573,"20,201 - 50,000",Northeast,B-,PA,7,19026
R86597,11510,"5,001 - 20,000",,"$85,127","$60,000 - $100,000",Wings,,,107796,"50,001+",Northeast,B+,NY,0,11385
R86127,11510,"5,001 - 20,000",,"$85,127","$60,000 - $100,000",Japanese,,,107796,"50,001+",Northeast,B+,NY,19,11385
R85316,68,1 - 100,,"$85,194","$60,000 - $100,000",Chinese-Unknown,,,15816,"5,001 - 20,000",Midwest,B-,MO,15,63050
R85251,2160,"501 - 5,000",,"$85,246","$60,000 - $100,000",Chinese-Unknown;Other,,,12222,"5,001 - 20,000",Southeast,B,FL,1,33305
R86713,389,101 - 500,,"$85,544","$60,000 - $100,000",Chinese-Unknown,,,54317,"50,001+",Southeast,A-,TN,1,37128
R87515,389,101 - 500,50700,"$85,544","$60,000 - $100,000",Chinese-Unknown,,,54317,"50,001+",Southeast,A-,TN,0,37128
R87687,4963,"501 - 5,000",,"$85,946","$60,000 - $100,000",Japanese,,,43671,"20,201 - 50,000",Northeast,B+,NY,0,10465
