UNIQUE_CODE,ENGLISH_NAME,GMV_LEVEL_VOICE_PLATFORM,GMV_MONTHLY_AVERAGE_VOICE_PLATFORM_USD,STATE_CODE,ZIP_CODE,REGION,CREATED_AT,STATUS,CUISINE_TYPE (Internal),First Seen (Brizo),Population,Population Band,Population Density,Population Density Band,Median Household Income,Median Income Band,School Zone Rating
R88827,JADE GARDEN,"2. $10,000 to $29,999","$15,127",PA,16510,Northeast,2018-12-24T01:06:00Z,canceled,unknown,2019,25952,"20,201 - 50,000",306.4,101 - 500,"$59,949","$1 - $60,000",B
R83261,*JIN HUA*,"3. $30,000 to $49,999","$37,561",NJ,7202,Northeast,2022-07-14T19:11:52Z,active,chinese,2019,41671,"20,201 - 50,000",6946.1,"5,001 - 20,000",NA,NA,C+
R85198,*CHINA A GO GO PAHRUMP*,"3. $30,000 to $49,999","$37,153",NV,89048,West,2023-02-21T11:52:27Z,active,chinese,NA,21784,"20,201 - 50,000",109.8,101 - 500,"$52,690","$1 - $60,000",C+
R86775,^NO. 1 CHINA^,"3. $30,000 to $49,999","$37,196",SC,29809,Southeast,2024-01-01T18:46:57Z,active,unknown,NA,2439,"1 - 5,000",151,101 - 500,"$55,667","$1 - $60,000",B-
R88892,*HAPPY GARDEN*,"2. $10,000 to $29,999","$15,730",OH,44811,Midwest,2019-03-18T22:23:50Z,active,unknown,2019,12564,"5,001 - 20,000",41.3,1 - 100,"$65,304","$60,000 - $100,000",B
R86027,^SUSHI KINGDOM^,"1. < $10,000","$5,161",NJ,8053,Northeast,2023-08-18T21:34:02Z,active,japanese,2019,45135,"20,201 - 50,000",597.7,"501 - 5,000",NA,NA,A-
R81368,PEKING WOK,"1. < $10,000","$9,118",PA,16735,Northeast,2020-12-17T18:05:03Z,canceled,unknown,2019,5875,"5,001 - 20,000",8.3,1 - 100,"$53,445","$1 - $60,000",C+
R86097,*HONG KONG KITCHEN*,"3. $30,000 to $49,999","$33,449",OH,45371,Midwest,2023-08-30T21:18:06Z,active,chinese,2019,20324,"20,201 - 50,000",159.3,101 - 500,"$86,100","$60,000 - $100,000",A-
R83378,EASTERN BISTRO,"3. $30,000 to $49,999","$35,901",CT,6401,Northeast,2022-08-09T15:51:18Z,active,chinese,2019,18725,"5,001 - 20,000",1203.7,"501 - 5,000",NA,NA,C-
R83865,NEW KING WOK,"3. $30,000 to $49,999","$37,133",WI,53548,Midwest,2022-11-10T18:38:40Z,active,chinese,2019,19243,"5,001 - 20,000",104,101 - 500,"$70,082","$60,000 - $100,000",B
R86968,*PANDA CHINESE*,"1. < $10,000",$0,WI,53177,Midwest,2024-02-11T18:45:28Z,active,chinese,2019,8079,"5,001 - 20,000",114.4,101 - 500,"$77,925","$60,000 - $100,000",B-
R85291,^FIERY CRAB LAFAYETTE^,"4. $50,000 - $99,999 ","$50,723",LA,70508,Southeast,2023-03-16T19:01:32Z,active,unknown,2019,40265,"20,201 - 50,000",620.5,"501 - 5,000","$85,006","$60,000 - $100,000",B-
R81331,LIN'S GARDEN,"2. $10,000 to $29,999","$24,558",WI,53534,Midwest,2021-10-01T02:34:03Z,active,unknown,2020,12040,"5,001 - 20,000",57.2,1 - 100,"$85,828","$60,000 - $100,000",B+
R86026,*PANDA CHINA*,"2. $10,000 to $29,999","$29,591",NJ,7065,Northeast,2023-08-18T21:23:47Z,active,chinese,2019,29543,"20,201 - 50,000",2943.7,"501 - 5,000",NA,NA,C+
R88672,*NEW AROMA*,"1. < $10,000","$9,123",NY,10027,Northeast,2018-04-24T14:30:36Z,active,unknown,2019,64988,"50,001+",28875.2,"20,001+","$63,125","$60,000 - $100,000",B+
R81263,*HUNA CHINA*,"2. $10,000 to $29,999","$21,177",NJ,7035,Northeast,2020-08-20T19:57:44Z,active,unknown,2019,10487,"5,001 - 20,000",601.3,"501 - 5,000",NA,NA,A
R83872,MAIN MOON,"2. $10,000 to $29,999","$24,873",WI,53558,Midwest,2022-11-13T15:57:17Z,active,chinese,2019,12305,"5,001 - 20,000",273.6,101 - 500,"$98,160","$60,000 - $100,000",A-
R83017,^WING MASTER^,"1. < $10,000","$9,898",NJ,7304,Northeast,2022-04-14T00:46:15Z,canceled,unknown,2022,43327,"20,201 - 50,000",8942.2,"5,001 - 20,000",NA,NA,C
R82638,FIRST WOK,"4. $50,000 - $99,999 ","$53,128",PA,19144,Northeast,2021-12-11T21:59:28Z,active,chinese,2019,43884,"20,201 - 50,000",4934.8,"501 - 5,000","$41,078","$1 - $60,000",D
R86029,^MAY FLOWER^,"2. $10,000 to $29,999","$19,410",DC,20009,Southeast,2023-08-19T18:33:28Z,active,unknown,NA,52338,"50,001+",15373.8,"5,001 - 20,000","$132,374","$100,001 - $150,000",B-
R82881,CHINA GARDEN,"3. $30,000 to $49,999","$45,915",NY,13090,Northeast,2022-03-01T02:07:48Z,active,chinese,2019,29869,"20,201 - 50,000",765.7,"501 - 5,000","$85,313","$60,000 - $100,000",A-
R81051,^MING'S KITCHEN^,"2. $10,000 to $29,999","$22,011",NJ,7514,Northeast,2019-09-26T23:18:19Z,active,unknown,2019,18100,"5,001 - 20,000",7576.3,"5,001 - 20,000",NA,NA,C-
R83509,CHINA STAR,"2. $10,000 to $29,999","$23,236",FL,32757,Southeast,2022-08-10T20:53:18Z,active,unknown,2019,27990,"20,201 - 50,000",297,101 - 500,"$70,044","$60,000 - $100,000",B+
R83991,^BLANEY'S WINGS & GRILL^,"3. $30,000 to $49,999","$32,155",SC,29223,Southeast,2022-12-14T05:35:33Z,active,unknown,2021,51054,"50,001+",773,"501 - 5,000","$52,603","$1 - $60,000",B+
R88159,BELMONT DRAGON,,$0,NJ,7508,Northeast,2016-01-01T05:00:00Z,canceled,unknown,2019,22627,"20,201 - 50,000",1702.2,"501 - 5,000",NA,NA,NA
R83959,*CJ WOK*,"2. $10,000 to $29,999","$26,947",PA,19026,Northeast,2022-12-07T05:28:52Z,active,chinese,2019,30573,"20,201 - 50,000",3257.7,"501 - 5,000","$85,121","$60,000 - $100,000",B-
R86608,GREAT DRAGON,"2. $10,000 to $29,999","$12,532",IA,52001,Midwest,2023-12-03T16:08:57Z,active,chinese,2019,43328,"20,201 - 50,000",639.2,"501 - 5,000","$58,759","$1 - $60,000",B+
R85799,*DIAMOND HOUSE*,"1. < $10,000","$7,167",NB,E2V 2H1,Atlantic,2023-07-11T19:18:27Z,active,chinese,NA,NA,NA,NA,NA,NA,NA,NA
R83666,^HOUSE OF HONG^,"2. $10,000 to $29,999","$12,009",NY,14891,Northeast,2022-09-20T17:33:59Z,active,Chinese,2019,4276,"1 - 5,000",31.6,1 - 100,"$55,259","$1 - $60,000",B-
R82658,*^HIBACHI EXPRESS^*,"1. < $10,000",$0,MI,48152,Midwest,2021-12-14T20:09:23Z,canceled,chinese,2019,31018,"20,201 - 50,000",988.8,"501 - 5,000","$83,074","$60,000 - $100,000",A-
R86901,*^KING'S SEAFOOD (ABBEVILLE)^*,"1. < $10,000",$0,LA,70510,Southeast,2024-01-29T18:38:43Z,active,unknown,2021,25623,"20,201 - 50,000",43,1 - 100,"$50,594","$1 - $60,000",B+
R81367,*NO.1*,"2. $10,000 to $29,999","$10,967",NY,11237,Northeast,2020-12-13T00:22:37Z,canceled,unknown,NA,48876,"20,201 - 50,000",19182.7,"5,001 - 20,000","$79,136","$60,000 - $100,000",B+
R85621,^YF CHINESE CUISINE^,"1. < $10,000","$2,714",OH,43235,Midwest,2023-05-25T23:31:51Z,suspended,unknown,2023,43356,"20,201 - 50,000",1240.6,"501 - 5,000","$83,371","$60,000 - $100,000",A-
R81569,CHINA KITCHEN,"3. $30,000 to $49,999","$32,384",MS,39272,Southeast,2021-03-26T14:56:25Z,active,unknown,2019,12895,"5,001 - 20,000",226.1,101 - 500,"$72,209","$60,000 - $100,000",C
R88709,GOLD GARDEN,"3. $30,000 to $49,999","$31,260",NJ,7514,Northeast,2018-08-02T14:40:39Z,active,unknown,2019,18100,"5,001 - 20,000",7576.3,"5,001 - 20,000",NA,NA,C-
R85276,CHINA EXPRESS,"2. $10,000 to $29,999","$27,610",DE,19930,Northeast,2023-03-10T07:36:52Z,active,chinese,2019,2300,"1 - 5,000",157.3,101 - 500,"$116,736","$100,001 - $150,000",A
R86736,CANTON TEA GARDEN,"4. $50,000 - $99,999 ","$68,567",IL,60068,Midwest,2023-12-23T21:32:56Z,active,chinese,2019,37433,"20,201 - 50,000",2038,"501 - 5,000","$138,196","$100,001 - $150,000",A+
R86137,*HONG KONG EXPRESS*,"3. $30,000 to $49,999","$34,439",MD,21740,Northeast,2023-09-05T15:13:31Z,active,chinese,2019,61768,"50,001+",341.5,101 - 500,"$57,150","$1 - $60,000",B+
R83692,*ANISE CHINESE KITCHEN*,"1. < $10,000",$0,NY,10463,Northeast,2022-09-26T23:23:37Z,active,chinese,2019,71132,"50,001+",18939,"5,001 - 20,000","$66,780","$60,000 - $100,000",B+
R83583,CHINA 1,"2. $10,000 to $29,999","$11,670",OH,43560,Midwest,2022-08-26T05:13:35Z,canceled,chinese,NA,32238,"20,201 - 50,000",595.8,"501 - 5,000","$100,047","$100,001 - $150,000",A
R81628,*MAIN MOON*,"2. $10,000 to $29,999","$13,165",FL,32570,Southeast,2021-04-26T21:54:50Z,active,unknown,2019,31341,"20,201 - 50,000",37.9,1 - 100,"$70,335","$60,000 - $100,000",B+
R86961,*^KING OCEAN CRAB^*,"1. < $10,000",$0,MI,48911,Midwest,2024-02-09T16:02:07Z,pause,unknown,2021,40852,"20,201 - 50,000",991.9,"501 - 5,000","$54,792","$1 - $60,000",B-
R83295,*NEW CHEF KING KITCHEN*,"3. $30,000 to $49,999","$30,461",NJ,7508,Northeast,2022-07-22T00:10:51Z,suspended,chinese,NA,22627,"20,201 - 50,000",1702.2,"501 - 5,000",NA,NA,B-
R86132,^SAKURA SUSHI & HABACHI BELLMAWR^,"1. < $10,000","$5,166",NJ,8031,Northeast,2023-09-02T15:39:38Z,active,japanese,2021,11398,"5,001 - 20,000",1455.2,"501 - 5,000",NA,NA,B+
R81256,^BAMBOO GARDENS^,"2. $10,000 to $29,999","$22,519",WA,99403,West,2020-08-08T15:31:53Z,active,unknown,2019,20489,"20,201 - 50,000",51.8,1 - 100,"$60,657","$60,000 - $100,000",B-
R82628,HOT WOK,"2. $10,000 to $29,999","$10,426",LA,70005,Southeast,2021-12-11T20:11:28Z,active,chinese,2019,25242,"20,201 - 50,000",2300,"501 - 5,000","$82,890","$60,000 - $100,000",C+
R86737,EAST LAKE,"3. $30,000 to $49,999","$44,779",PA,19149,Northeast,2023-12-27T18:38:00Z,active,chinese,2019,58055,"50,001+",9230.5,"5,001 - 20,000","$53,562","$1 - $60,000",C-
R85151,*CHINA HOUSE*,"2. $10,000 to $29,999","$22,251",MI,48429,Midwest,2023-02-01T05:55:57Z,active,chinese,2019,8937,"5,001 - 20,000",63.6,1 - 100,"$57,874","$1 - $60,000",C+
R81379,GREAT WALL,"2. $10,000 to $29,999","$11,492",IL,61201,Midwest,2021-01-03T22:43:18Z,active,unknown,2019,38024,"20,201 - 50,000",820.3,"501 - 5,000","$55,613","$1 - $60,000",B-
R81011,CHINA WOK,"3. $30,000 to $49,999","$44,398",FL,34744,Southeast,2019-08-23T19:41:46Z,canceled,unknown,2019,57134,"50,001+",664.7,"501 - 5,000","$63,320","$60,000 - $100,000",B-
R83613,U LIKE CHINESE TAKE OUT,"3. $30,000 to $49,999","$38,439",NY,10034,Northeast,2022-09-06T20:24:35Z,active,chinese,2019,42399,"20,201 - 50,000",15014.2,"5,001 - 20,000","$65,109","$60,000 - $100,000",B+
R85225,^DOU HUENG^,"2. $10,000 to $29,999","$15,034",PA,19132,Northeast,2023-02-24T05:01:38Z,active,unknown,2019,31378,"20,201 - 50,000",5597.4,"5,001 - 20,000","$28,287","$1 - $60,000",D+
R85817,^JADE HOUSE^,"1. < $10,000","$8,019",RI,2911,Northeast,2023-07-14T22:04:20Z,active,Chinese,2019,15921,"5,001 - 20,000",2467.6,"501 - 5,000",NA,NA,B-
R83376,^POKE BOWL^,"1. < $10,000","$2,845",NJ,8401,Northeast,2022-08-07T23:45:57Z,active,japanese,2019,37999,"20,201 - 50,000",1377.5,"501 - 5,000",NA,NA,B-
R81237,*JADE'S GARDEN*,"2. $10,000 to $29,999","$16,141",IL,60545,Midwest,2020-07-17T23:54:13Z,active,unknown,2019,13699,"5,001 - 20,000",139.7,101 - 500,"$88,750","$60,000 - $100,000",B
R85679,CHINA WOK,"2. $10,000 to $29,999","$14,431",NY,10980,Northeast,2023-06-07T00:29:09Z,active,chinese,NA,13942,"5,001 - 20,000",220.7,101 - 500,"$128,839","$100,001 - $150,000",A-
R86786,*^OHANA HAWAIIAN BBQ & POKE BAR^*,"1. < $10,000","$1,389",TX,76034,Southwest,2024-01-03T17:44:08Z,suspended,unknown,2019,26418,"20,201 - 50,000",781.1,"501 - 5,000","$196,034","$150,001 - $250,000",A+
R88198,EASTERN,"2. $10,000 to $29,999","$26,291",MD,20748,Northeast,2016-01-01T05:00:00Z,canceled,unknown,2019,38904,"20,201 - 50,000",1653.6,"501 - 5,000","$79,381","$60,000 - $100,000",C-
R83822,^GOLDEN DRAGON^,"2. $10,000 to $29,999","$11,217",SC,29148,Southeast,2022-11-01T04:12:13Z,active,chinese,2019,6697,"5,001 - 20,000",24.9,1 - 100,"$50,417","$1 - $60,000",C-
R81652,*MING HOME*,"2. $10,000 to $29,999","$15,931",OH,44137,Midwest,2021-05-05T19:02:34Z,active,unknown,2019,22538,"20,201 - 50,000",1681.5,"501 - 5,000","$50,236","$1 - $60,000",C-
R82012,*^KYOTO^*,"1. < $10,000","$3,418",VA,24501,Southeast,2021-09-18T19:52:26Z,canceled,japanese,2019,28036,"20,201 - 50,000",280.8,101 - 500,"$44,000","$1 - $60,000",B
R86681,*^UMAMI FUSION^*,,$0,FL,33029,Southeast,2023-12-14T15:53:59Z,suspended,Chinese,2019,48161,"20,201 - 50,000",1071.9,"501 - 5,000","$139,461","$100,001 - $150,000",NA
R86108,*CHINA 23*,"1. < $10,000","$3,260",NJ,7444,Northeast,2023-08-31T18:34:54Z,suspended,chinese,2021,10722,"5,001 - 20,000",792.3,"501 - 5,000",NA,NA,A-
R85681,^PEKING GARDEN^,"2. $10,000 to $29,999","$23,452",MA,1830,Northeast,2023-06-08T19:30:05Z,active,chinese,2019,26305,"20,201 - 50,000",734.7,"501 - 5,000",NA,NA,C+
R82873,EMERALD,"4. $50,000 - $99,999 ","$57,021",PA,17110,Northeast,2022-02-25T19:00:30Z,active,chinese,2019,24743,"20,201 - 50,000",748.3,"501 - 5,000","$75,276","$60,000 - $100,000",C
R88568,CHINA TASTE,"2. $10,000 to $29,999","$19,996",RI,2889,Northeast,2017-08-07T13:59:49Z,canceled,unknown,NA,27807,"20,201 - 50,000",1234.4,"501 - 5,000",NA,NA,C+
R88737,CHINA TOWN EXPRESS,"2. $10,000 to $29,999","$14,304",MI,48034,Midwest,2018-09-01T14:40:39Z,active,unknown,2019,13846,"5,001 - 20,000",1240.1,"501 - 5,000","$56,351","$1 - $60,000",C
R85868,TASTE DELICIOUS,"1. < $10,000","$1,897",NY,14615,Northeast,2023-07-25T15:30:29Z,active,chinese,2019,16963,"5,001 - 20,000",1133.9,"501 - 5,000","$50,492","$1 - $60,000",C+
R82851,*PANDA HOUSE*,"1. < $10,000","$8,002",NY,11558,Northeast,2022-02-15T18:45:40Z,canceled,chinese,2019,8465,"5,001 - 20,000",2198,"501 - 5,000","$104,253","$100,001 - $150,000",A-
R88365,SIX HAPPINESS,"2. $10,000 to $29,999","$17,360",NJ,7514,Northeast,2016-12-05T18:45:03Z,canceled,unknown,2019,18100,"5,001 - 20,000",7576.3,"5,001 - 20,000",NA,NA,C-
R83287,GOLDEN STAR,"2. $10,000 to $29,999","$19,067",KY,40215,Southeast,2022-07-19T21:26:51Z,active,chinese,2019,20754,"20,201 - 50,000",2136.4,"501 - 5,000","$41,397","$1 - $60,000",C
R82677,*PEKING*,,$0,GA,31036,Southeast,2021-12-24T19:10:18Z,canceled,chinese,2019,12077,"5,001 - 20,000",18.5,1 - 100,"$43,665","$1 - $60,000",NA
R83575,*CHINA RESTAURANT*,"3. $30,000 to $49,999","$31,140",NC,27103,Southeast,2022-08-24T18:13:20Z,active,chinese,2019,34688,"20,201 - 50,000",722,"501 - 5,000","$59,073","$1 - $60,000",A-
R81509,*NO.1*,"2. $10,000 to $29,999","$12,011",MI,48880,Midwest,2021-02-03T00:55:53Z,active,unknown,2021,10034,"5,001 - 20,000",51.6,1 - 100,"$55,597","$1 - $60,000",C+
R82538,LEE'S KITCHEN,"1. < $10,000","$2,052",TX,78250,Southwest,2021-11-14T23:13:36Z,canceled,chinese,2019,61669,"50,001+",2479.5,"501 - 5,000","$80,403","$60,000 - $100,000",B+
R83356,*CHINA ONE*,"3. $30,000 to $49,999","$37,953",NJ,7834,Northeast,2022-08-03T22:02:07Z,active,unknown,2019,17826,"5,001 - 20,000",558.9,"501 - 5,000",NA,NA,A+
R85815,*CHINA SPRING*,"1. < $10,000","$7,185",TN,37204,Southeast,2023-07-14T20:42:05Z,active,chinese,NA,15452,"5,001 - 20,000",806.3,"501 - 5,000","$104,987","$100,001 - $150,000",C+
R83926,*CHINA STAR*,"2. $10,000 to $29,999","$23,167",IL,62236,Midwest,2022-12-01T05:21:10Z,active,chinese,2019,14067,"5,001 - 20,000",99.5,1 - 100,"$109,904","$100,001 - $150,000",A-
R86975,*CHINA KING*,"1. < $10,000",$0,WI,53925,Midwest,2024-02-13T16:46:38Z,active,chinese,2019,7858,"5,001 - 20,000",24.2,1 - 100,"$80,978","$60,000 - $100,000",B-
R85563,^HUANG'S CHEF^,"2. $10,000 to $29,999","$20,090",NC,28117,Southeast,2023-05-03T05:13:45Z,active,chinese,2019,40855,"20,201 - 50,000",395.1,101 - 500,"$104,449","$100,001 - $150,000",A
R81798,^ASIAN GOURMET^,"2. $10,000 to $29,999","$17,453",SC,29420,Southeast,2021-08-04T19:20:17Z,active,unknown,2019,23155,"20,201 - 50,000",796.8,"501 - 5,000","$73,339","$60,000 - $100,000",B+
R88962,PANDA KING,"2. $10,000 to $29,999","$13,393",AL,36608,Southeast,2019-06-12T16:12:17Z,active,unknown,2019,35336,"20,201 - 50,000",218.1,101 - 500,"$59,400","$1 - $60,000",B
R86363,*^IMPERIAL PHO^*,"1. < $10,000","$7,958",TX,77449,Southwest,2023-10-29T16:00:24Z,suspended,unknown,2022,128294,"50,001+",1658,"501 - 5,000","$82,300","$60,000 - $100,000",A-
R86587,HAPPY HOUSE,"2. $10,000 to $29,999","$20,027",KS,67133,Midwest,2023-11-28T23:36:33Z,active,chinese,2019,6482,"5,001 - 20,000",59.3,1 - 100,"$95,659","$60,000 - $100,000",B-
R83113,^CHEN SEAFOOD^,"3. $30,000 to $49,999","$42,875",LA,70517,Southeast,2022-05-25T04:39:23Z,active,unknown,2019,27854,"20,201 - 50,000",76.8,1 - 100,"$53,012","$1 - $60,000",B-
R86578,^NEW BAILY^,"2. $10,000 to $29,999","$17,443",MI,48044,Midwest,2023-11-26T19:07:18Z,active,unknown,NA,57745,"50,001+",1651.1,"501 - 5,000","$109,664","$100,001 - $150,000",A-
R81267,BEST CHINESE,"1. < $10,000","$9,377",MD,21215,Northeast,2020-08-26T15:27:25Z,active,unknown,2019,58283,"50,001+",3302.9,"501 - 5,000","$49,523","$1 - $60,000",C-
R86978,*WANG CHINESE RESTAURANT*,,$0,NY,14605,Northeast,2024-02-13T15:02:43Z,onboarding,chinese,NA,11932,"5,001 - 20,000",2548.8,"501 - 5,000","$23,220","$1 - $60,000",NA
R81958,ASIAN KING,"2. $10,000 to $29,999","$16,195",OH,45432,Midwest,2021-08-31T17:13:13Z,active,chinese,2019,15106,"5,001 - 20,000",775.7,"501 - 5,000","$80,271","$60,000 - $100,000",B
R82656,MR. WOK,"2. $10,000 to $29,999","$20,722",PA,19335,Northeast,2022-01-04T00:42:53Z,active,chinese,NA,48962,"20,201 - 50,000",444.9,101 - 500,"$130,634","$100,001 - $150,000",A
R81186,LIU'S GARDEN,"1. < $10,000","$6,510",KY,40243,Southeast,2020-02-26T16:46:57Z,active,unknown,2019,10485,"5,001 - 20,000",1009,"501 - 5,000","$85,716","$60,000 - $100,000",B
R83855,*JOY LUCK*,"2. $10,000 to $29,999","$25,462",DE,19702,Northeast,2022-11-07T14:57:54Z,active,chinese,2019,55537,"50,001+",757.2,"501 - 5,000","$90,281","$60,000 - $100,000",B
R81001,*BEST FOOD IN TOWN*,"3. $30,000 to $49,999","$34,049",NJ,8205,Northeast,2019-08-14T23:00:43Z,active,unknown,2019,26507,"20,201 - 50,000",241.6,101 - 500,NA,NA,B+
R83778,*ASIAN STAR OAKLAND*,"1. < $10,000","$8,137",TN,38060,Southeast,2022-10-22T15:21:21Z,active,chinese,2021,10197,"5,001 - 20,000",89.3,1 - 100,"$80,478","$60,000 - $100,000",C-
R81596,^CHOPSTICKS^,"2. $10,000 to $29,999","$16,172",OH,45805,Midwest,2021-04-14T15:15:32Z,active,unknown,2019,23252,"20,201 - 50,000",596.6,"501 - 5,000","$62,034","$60,000 - $100,000",B+
R85512,*CHINA GARDEN*,,$0,IN,47274,Midwest,2023-04-21T05:34:13Z,onboarding,chinese,2019,31352,"20,201 - 50,000",57.2,1 - 100,"$66,520","$60,000 - $100,000",NA
R85573,^KUMO SUSHI II^,"1. < $10,000","$3,338",NY,11231,Northeast,2023-05-06T20:27:22Z,canceled,japanese,NA,37874,"20,201 - 50,000",10286.4,"5,001 - 20,000","$130,396","$100,001 - $150,000",B+
R85916,*NO. 1*,"3. $30,000 to $49,999","$39,517",MI,49093,Midwest,2023-08-21T23:03:08Z,active,chinese,2019,18346,"5,001 - 20,000",67,1 - 100,"$61,937","$60,000 - $100,000",B-
R86392,^HIBACHI & WINGS^,"1. < $10,000","$3,546",NJ,8028,Northeast,2023-11-08T19:10:03Z,active,unknown,2022,21018,"20,201 - 50,000",529.3,"501 - 5,000",NA,NA,B
R85808,^CHUN VEGETARIAN^,"2. $10,000 to $29,999","$10,128",NY,11216,Northeast,2023-07-13T18:47:52Z,active,unknown,2019,57786,"50,001+",23866.7,"20,001+","$92,684","$60,000 - $100,000",B+
R83217,HAI SUN,"2. $10,000 to $29,999","$29,868",NY,11225,Northeast,2022-07-06T18:06:14Z,active,chinese,2019,56859,"50,001+",24837.3,"20,001+","$82,716","$60,000 - $100,000",B+
R85583,^BAMBOO EXPRESS^,"1. < $10,000","$4,227",MA,2019,Northeast,2023-05-11T18:30:00Z,active,chinese,2019,17108,"5,001 - 20,000",360.1,101 - 500,NA,NA,C+
R85839,*TASTY OF CHINA*,,$0,NJ,8094,Northeast,2023-07-22T19:43:44Z,onboarding,unknown,2019,40347,"20,201 - 50,000",295,101 - 500,NA,NA,NA
R88887,RICE,"3. $30,000 to $49,999","$48,850",OH,45403,Midwest,2019-03-12T18:44:44Z,active,unknown,2019,13968,"5,001 - 20,000",1388.9,"501 - 5,000","$32,428","$1 - $60,000",D+
R82696,CHINA WOK,"2. $10,000 to $29,999","$29,896",FL,34731,Southeast,2021-12-26T20:47:58Z,active,chinese,2019,14858,"5,001 - 20,000",352.7,101 - 500,"$55,379","$1 - $60,000",B
R88355,*NO.1 CHINA*,"4. $50,000 - $99,999 ","$50,488",PA,19013,Northeast,2016-10-29T14:40:05Z,active,unknown,2019,35134,"20,201 - 50,000",2372.1,"501 - 5,000","$38,237","$1 - $60,000",D-
R87021,*CHINA UNO*,,$0,FL,33415,Southeast,2024-02-25T17:45:45Z,onboarding,chinese,2019,51791,"50,001+",2708.9,"501 - 5,000","$53,496","$1 - $60,000",NA
R83213,*NEW TASTE*,"2. $10,000 to $29,999","$10,306",NY,11373,Northeast,2022-07-04T17:50:01Z,active,chinese,2019,94437,"50,001+",23954.7,"20,001+","$67,489","$60,000 - $100,000",B+
R85995,*PICK UP SIX*,"2. $10,000 to $29,999","$13,808",NY,10463,Northeast,2023-08-15T19:19:28Z,active,chinese,2019,71132,"50,001+",18939,"5,001 - 20,000","$66,780","$60,000 - $100,000",B+
R83006,*GREAT WALL*,"2. $10,000 to $29,999","$15,343",OK,73116,Southwest,2022-04-08T22:42:12Z,active,chinese,2019,9236,"5,001 - 20,000",656,"501 - 5,000","$82,060","$60,000 - $100,000",B-
R82559,*EMPIRE CHEN*,"1. < $10,000","$4,822",PA,18018,Northeast,2021-11-14T23:23:30Z,active,chinese,2019,31304,"20,201 - 50,000",2341.2,"501 - 5,000","$69,247","$60,000 - $100,000",B
R85203,FUJI CHINESE RESTAURANT,"2. $10,000 to $29,999","$29,687",NY,11713,Northeast,2023-02-16T05:44:59Z,active,chinese,2019,9295,"5,001 - 20,000",720.1,"501 - 5,000","$95,974","$60,000 - $100,000",B-
R85758,CHINA OCEAN,"2. $10,000 to $29,999","$16,856",IL,62675,Midwest,2023-06-28T17:22:27Z,active,unknown,2019,5943,"5,001 - 20,000",21,1 - 100,"$83,291","$60,000 - $100,000",B-
R83657,*^MASA HIBACHI & RAMEN^*,"1. < $10,000","$2,653",NC,27858,Southeast,2022-09-17T17:19:48Z,suspended,japanese,NA,59182,"50,001+",379.3,101 - 500,"$56,533","$1 - $60,000",A-
R88539,CANTON HOUSE,"3. $30,000 to $49,999","$31,350",FL,33936,Southeast,2017-06-02T17:48:04Z,canceled,unknown,2019,24517,"20,201 - 50,000",480,101 - 500,"$43,640","$1 - $60,000",C+
R86156,*CHINESE DELITE*,"4. $50,000 - $99,999 ","$67,615",NJ,8872,Northeast,2023-09-08T20:32:59Z,active,chinese,2019,19852,"5,001 - 20,000",855.3,"501 - 5,000",NA,NA,B+
R85599,^TOYO SUSHI^,"2. $10,000 to $29,999","$10,840",FL,32940,Southeast,2023-05-19T14:07:17Z,active,Chinese,2019,42171,"20,201 - 50,000",125.2,101 - 500,"$100,792","$100,001 - $150,000",A
R81125,*JIN JIN IN LOCUST*,"3. $30,000 to $49,999","$35,505",NC,28097,Southeast,2020-01-02T16:34:53Z,active,unknown,NA,6078,"5,001 - 20,000",77.2,1 - 100,"$56,000","$1 - $60,000",B+
R86266,GREAT WALL II,"2. $10,000 to $29,999","$18,985",NJ,8234,Northeast,2023-10-08T19:55:50Z,active,chinese,2019,41667,"20,201 - 50,000",265.4,101 - 500,NA,NA,A-
R81651,*GREAT WALL*,"2. $10,000 to $29,999","$29,046",NY,12401,Northeast,2021-05-06T23:40:20Z,active,chinese,2019,35192,"20,201 - 50,000",232.5,101 - 500,"$65,289","$60,000 - $100,000",B
R82785,*CHINA WOK SAINT MARY'S*,"1. < $10,000",$0,OH,45885,Midwest,2022-01-23T17:28:03Z,canceled,chinese,NA,12594,"5,001 - 20,000",68.6,1 - 100,"$72,714","$60,000 - $100,000",B-
R86152,^SUPER WOK^,"2. $10,000 to $29,999","$19,915",VA,23707,Southeast,2023-09-08T20:06:59Z,active,unknown,2019,14685,"5,001 - 20,000",1426.8,"501 - 5,000","$49,363","$1 - $60,000",C
R83293,BAMBOO 1,"3. $30,000 to $49,999","$32,528",FL,32177,Southeast,2022-07-21T23:58:16Z,active,chinese,2019,26845,"20,201 - 50,000",43.4,1 - 100,"$45,455","$1 - $60,000",C+
R88526,CHINA KING,"2. $10,000 to $29,999","$25,097",MD,21208,Northeast,2017-05-11T16:39:40Z,canceled,unknown,2019,35266,"20,201 - 50,000",1105.1,"501 - 5,000","$89,702","$60,000 - $100,000",B-
R82913,*CHINA BOWL*,"1. < $10,000","$7,376",NJ,8102,Northeast,2022-03-11T22:01:17Z,canceled,chinese,2019,7639,"5,001 - 20,000",3100.6,"501 - 5,000",NA,NA,D-
