,,Total ARR,,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,,Comments,,,,
UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,Q/Q,Q/Q %,Status,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,,Q1'24,Q2'24,R81001,R81001
R81096,FT,"45,916","54,767","52,855","48,448","38,353","43,491","40,950","40,359","33,471","36,912","34,670","32,730","29,681","30,780","-4,989",-14%,,,"45,916","54,767","52,855","48,448","38,353","43,371","40,950","40,359","33,471","36,912","34,670","32,730","29,681","30,780",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81101,R81101
R81098,FT,"17,313","13,942","15,066","14,202","16,288","12,879","12,811","13,582","15,677","9,958","10,654","10,303","10,226","10,362",-428,-4%,,,"17,313","13,942","15,066","14,202","16,288","12,879","12,811","13,582","15,677","9,958","10,654","10,303","10,226","10,362",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81103,R81103
R81099,PT,"10,720","5,177","4,869","3,632","9,865","4,570","2,400","4,031","5,812",0,0,0,0,0,0,,,,"10,720","5,177","4,869","3,632","9,865","4,570","2,400","4,031","5,812",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81107,R81107
R81101,FT,"14,996","14,394","14,165","14,121","14,236","13,373","13,138","14,085","12,817","13,024","11,341","10,567","10,316","11,437","-1,025",-9%,,,"14,996","14,394","11,776","12,209","12,029","11,910","11,714","12,355","11,333","11,492","10,313","9,688","9,451","10,572",,0,0,"2,389","1,912","2,207","1,463","1,424","1,730","1,484","1,532","1,028",879,865,865,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81109,R81109
R81103,FT,"16,173","20,254","14,353","17,887","13,708","17,229","17,537","17,001","14,339","16,630","14,045","13,007","13,661","1,543,863",-384,-3%,,,"16,173","20,254","14,353","17,887","13,708","17,229","17,537","17,001","14,339","16,630","14,045","13,007","13,661","1,543,863",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81112,R81112
R81107,FT,"30,542","23,986","21,689","23,083","27,960","23,236","22,947","24,114","36,410","26,109","24,612","33,023","25,138","24,069",526,2%,,,"30,542","23,986","21,689","23,083","27,960","23,236","22,947","24,114","36,410","26,109","24,612","33,023","25,138","24,069",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81116,R81116
R81109,FT,"27,269","28,548","23,435","23,915","23,112","24,500","23,209","24,194","31,569","25,117","24,485","26,254","23,718","22,178",-767,-3%,,,"27,269","28,548","23,435","23,915","23,112","24,500","23,209","24,194","31,569","25,117","24,485","26,254","23,718","22,178",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81117,R81117
R81112,FT,"32,224","28,396","21,873","24,509","26,806","24,176","23,632","28,139","23,519","22,921","23,818","21,884","22,785","24,287","-1,033",-4%,,,"32,224","28,396","21,873","24,509","26,806","24,176","23,632","28,139","23,519","22,921","23,818","21,884","22,785","24,287",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81118,R81118
R81116,FT,"20,921","20,214","19,074","19,448","18,907","18,963","19,438","19,344","23,095","20,183","17,164","23,499","20,963","20,796","3,799",22%,,,"20,921","20,214","19,074","19,448","18,907","18,963","19,438","19,344","23,095","20,183","17,164","23,499","20,963","20,796",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81119,R81119
R81117,FT,0,"1,288","4,742","3,767","3,221","3,737","4,219","2,374","3,085","4,172","3,306","4,387","3,408","3,061",102,3%,,,0,"1,288","4,742","3,767","3,221","3,737","4,219","2,374","3,085","4,172","3,306","4,387","3,408","3,061",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81121,R81121
R81118,FT,"16,381","7,629",0,0,0,"5,530","4,027",0,0,0,0,0,0,0,0,,,,"14,683","7,629",0,0,0,"5,530","4,027",0,0,0,0,0,0,0,,"1,698",0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81122,R81122
R81119,FT,"9,390","8,342","7,392","7,526","9,324","8,935","9,186","8,828","7,855","6,616","6,669","6,333","5,572","6,256","-1,097",-16%,,,"9,390","8,342","7,392","7,526","9,324","8,935","9,186","8,828","7,855","6,616","6,669","6,333","5,572","6,256",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Suspended VP services since March the first Date;Said will comeback in April but didn't come back, still using WP services",,R81125,R81125
R81121,FT,"30,089","31,198","35,365","35,768","28,472","29,770","34,892","35,569","40,873","30,465","34,267","30,618","34,430","33,851",163,0%,,,"30,089","29,132","32,547","32,857","26,143","27,738","32,389","33,118","38,594","28,196","31,784","28,648","31,988","31,409",,0,"2,066","2,818","2,911","2,329","2,032","2,503","2,451","2,279","2,269","2,483","1,970","2,442","2,442",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81127,R81127
R81122,FT,"8,288","8,071","7,658","10,593","9,567","9,234","9,456","10,208","10,610","2,291","1,453","2,195","1,971","1,971",518,36%,,,"8,288","8,071","7,658","7,267","6,391","6,549","6,659","7,174","7,431",0,0,0,0,0,,0,0,0,"3,326","3,176","2,685","2,797","3,034","3,179","2,291","1,453","2,195","1,971","1,971",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81128,R81128
R81125,FT,"37,828","27,947","27,189","27,887","32,424","27,249","26,924","28,754","41,920","25,409","23,407","23,692","4,372",0,"-19,035",-81%,,,"37,828","27,947","27,189","27,887","32,424","27,129","26,924","28,754","41,920","25,409","23,407","23,692","4,372",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81132,R81132
R81127,FT,"32,528","36,433","33,781","33,686","31,905","34,192","32,738","37,377","31,951","35,430","30,657","33,021","33,034","32,687","2,377",8%,,,"29,952","33,485","31,403","31,306","29,048","31,527","30,351","34,517","29,441","31,904","30,657","33,021","33,034","32,687",,"2,576","2,948","2,378","2,380","2,857","2,665","2,387","2,860","2,510","3,526",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81133,R81133
R81128,PT,710,"8,548","12,295","13,651","25,267","11,289","4,243","10,761","7,659","8,508","11,833",0,"10,584","12,580","-1,249",-11%,,,77,"8,548","12,295","13,651","25,267","11,289","4,243","10,761","7,659","8,508","11,833",0,"10,584","12,580",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,632,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81135,R81135
R81132,FT,"22,863","23,195","24,524","23,914","19,487","24,315","25,991","27,013","29,228","28,872","27,000","31,155","31,482","30,485","4,482",17%,,,"22,863","23,195","24,524","23,914","19,487","24,315","25,991","27,013","26,860","26,741","25,136","29,562","29,428","28,507",,0,0,0,0,0,0,0,0,"1,811","1,744","1,390","1,139","1,520","1,520",,0,0,0,0,0,0,0,0,557,387,474,455,534,458,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81136,R81136
R81133,FT,"26,638","29,855","30,500","31,319","13,082","15,665","13,824","16,015","14,100","21,337","22,427","23,267","24,810","27,578","2,383",11%,,,"26,638","29,855","30,500","31,319","13,082","15,665","13,824","16,015","14,100","18,669","20,078","20,286","22,173","24,885",,0,0,0,0,0,0,0,0,0,"2,028","1,543","1,935","1,433","1,433",,0,0,0,0,0,0,0,0,0,640,806,"1,045","1,204","1,260",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81139,R81139
R81135,FT,"21,439","21,950","17,765","19,761","17,527","17,415","15,251","16,655","14,816","16,315","15,163","17,258","13,617","1,424","-1,546",-10%,,,"19,564","20,157","16,379","18,020","15,896","16,144","14,033","15,125","13,771","14,611","13,095","15,444","12,300",648,,"1,875","1,793","1,386","1,741","1,631","1,271","1,218","1,530","1,045","1,250",942,932,776,776,,0,0,0,0,0,0,0,0,0,454,"1,126",883,541,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81151,R81151
R81136,FT,"21,371","16,967","15,537","16,670","14,320","12,355","13,231",0,0,0,0,0,0,0,0,,,,"21,371","16,967","15,537","16,670","14,320","12,355","13,122",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,109,0,0,0,0,0,0,0,,,,,R81152,R81152
R81139,FT,"8,999","8,029","7,287","6,624","9,990","7,611","8,379","5,898","9,539","5,421","5,740",0,0,0,"-5,740",-100%,,,"8,999","8,029","7,287","6,624","9,990","7,491","8,379","5,898","9,539","5,421","5,740",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81155,R81155
R81151,FT,"26,775","24,903","27,224","26,732","25,680","23,396","23,256","22,681","22,736","23,670","24,982","27,677","25,921","26,780",939,4%,,,"26,775","24,903","27,224","26,732","25,680","23,396","23,256","22,681","22,337","23,424","24,516","27,362","25,580","26,517",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,399,246,466,315,341,263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81157,R81157
R81152,PT,"21,352","19,693","19,039","20,006","18,518","16,996","18,121","3,656","2,400",0,0,0,0,0,0,,,,"21,352","19,693","19,039","20,006","18,518","16,996","18,121","3,656","2,400",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81158,R81158
R81155,FT,"23,149","21,576","22,455","21,395","24,702","22,321","19,742","21,679","19,383","19,775","20,505","19,093","20,505","19,093",0,0%,vacation return,,"23,149","21,576","22,455","21,395","24,702","22,321","19,742","21,679","19,383","19,775","20,505","19,093","18,539","20,450",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81159,R81159
R81157,FT,"15,923","10,285","11,005","11,205","11,356","9,034","9,674","9,399","11,224","8,430","8,629","8,345","8,702","7,976",73,1%,,,"15,923","10,285","11,005","11,205","11,356","8,914","9,674","9,399","11,224","8,430","8,629","8,345","8,702","7,976",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81161,R81161
R81158,FT,"13,945","14,819","14,136","12,159","12,271","12,639","13,234","10,785","9,395","10,499","10,884","12,611","10,507","10,633",-377,-3%,,,"13,945","14,819","14,136","12,159","12,271","12,639","13,234","10,785","9,395","10,499","10,884","12,611","10,507","10,633",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81162,R81162
R81159,FT,"6,130","6,171","4,914","6,334","5,236","4,878","4,899","5,298","4,883","4,890","4,295","4,550","4,717","7,173",422,10%,,,"5,985","6,171","4,914","6,334","5,236","4,758","4,899","5,298","4,883","4,890","4,295","4,550","4,685","6,889",,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,32,284,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81163,R81163
R81161,FT,"28,558","38,636","38,123","38,532","32,138","40,185","44,292","48,898","40,653","44,773","41,625","46,432","44,408","44,402","2,783",7%,,,"27,877","37,573","36,715","36,816","29,846","37,992","41,669","45,374","37,768","41,412","37,975","43,236","41,075","41,069",,681,"1,063","1,408","1,716","2,292","2,073","2,623","3,524","2,885","3,361","3,650","3,195","3,333","3,333",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,"Changing to the Seawolf on 1/23/2024, put on Suspend, and modified as lost on March ",,R81166,R81166
R81162,FT,"22,238","19,251","19,549","16,930","17,946","16,488","15,103","13,478","12,031","11,246","9,659","9,447","9,659","9,447",0,0%,vacation return,,"22,238","19,251","19,549","16,930","17,946","16,488","15,103","13,478","12,031","11,246","9,659","9,447","8,467","10,274",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81167,R81167
R81163,FT,"23,633","18,803","17,825","17,568","19,657","16,043","17,299","16,842","17,352",0,0,0,0,0,0,,,,"23,633","18,803","17,825","17,568","19,657","15,923","17,299","16,842","17,352",120,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81168,R81168
R81166,FT,"6,342","7,601","6,478","7,190","14,525","14,613","14,779","15,279","13,099","13,235","13,112","13,688","13,367","14,437",255,2%,,,"6,342","7,601","6,478","7,190","7,314","7,115","6,766","7,093","5,933","6,004","5,969","5,910","5,754","6,824",,0,0,0,0,"7,211","7,498","8,013","8,186","7,166","7,231","7,143","7,779","7,613","7,613",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81169,R81169
R81167,FT,"42,514","50,609","36,986","38,754","32,058","38,531","36,223","33,881","34,798","37,818","33,731","36,477","33,673","33,113",-58,0%,,,"35,772","43,218","32,177","32,965","26,603","33,156","30,971","29,521","30,405","32,424","29,372","31,729","29,002","28,442",,"6,742","7,391","4,809","5,789","5,455","5,255","5,252","4,360","4,393","5,394","4,359","4,748","4,671","4,671",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81171,R81171
R81168,FT,"11,211","8,197","8,060","7,599","7,908","7,112","5,959","7,198","6,565","6,249","6,860","6,173","7,216","6,111",356,5%,,,"11,211","8,197","8,060","7,599","7,908","7,112","5,959","7,198","6,521","6,205","6,860","6,173","7,216","6,111",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,44,44,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81172,R81172
R81169,FT,"23,835","24,678","23,618","21,272","16,956","23,561",0,0,0,0,0,0,0,0,0,,,,"23,835","24,678","23,618","21,272","16,956","23,561",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81177,R81177
R81171,FT,"26,868","29,207","33,261","25,408","18,815","23,119","27,697","20,548","16,949","19,549","19,911","22,888","19,172","18,084",-739,-4%,,,"23,139","24,895","28,650","21,527","15,982","19,876","23,712","17,753","14,635","16,900","17,664","20,265","16,992","15,904",,"3,729","4,312","4,611","3,881","2,833","3,243","3,985","2,795","2,314","2,649","2,247","2,623","2,180","2,180",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81178,R81178
R81172,FT,773,"28,445","23,624","16,549","20,387","22,208","17,977","17,160","18,089","19,281","18,444","17,534","14,608","14,141","-3,836",-21%,,,120,"28,445","23,624","16,549","20,387","22,088","17,977","17,160","18,089","19,281","18,444","17,534","14,608","14,141",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,653,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81181,R81181
R81177,FT,"26,856","23,502","24,479","22,487","24,918","22,356","22,944","23,409","25,013","20,469","20,446","23,835","20,446","23,835",0,0%,,,"22,865","20,042","21,084","18,803","20,960","19,305","20,089","20,165","22,029","16,347","16,119","19,490","15,191","16,215",,"3,991","3,460","3,395","3,684","3,958","3,051","2,855","3,244","2,984","2,784","2,501","2,754","2,296","2,296",,0,0,0,0,0,0,0,0,0,"1,338","1,826","1,591","1,153","1,032",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81182,R81182
R81178,FT,0,"9,445","9,887",324,"8,693","8,794","10,048","10,255","8,959","10,104","15,918","17,905","17,334","15,922","1,416",9%,,,0,"9,445","9,887",0,"8,693","8,794","10,048","10,255","8,959","10,104","14,356","16,255","15,915","14,588",,0,0,0,0,0,0,0,0,0,0,609,829,742,742,,0,0,0,0,0,0,0,0,0,0,953,821,677,592,,0,0,0,324,0,0,0,0,0,0,0,0,0,0,,,,,R81183,R81183
R81181,FT,"11,292","9,908","9,639","8,093","11,170","7,941",327,"10,961","4,171","5,888","16,072","13,373","13,357","12,877","-2,715",-17%,,,"11,292","9,908","9,639","8,093","11,170","7,941",0,"10,961","4,171","5,888","16,072","13,373","13,357","12,877",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,327,0,0,0,0,0,0,0,,,,,R81185,R81185
R81182,FT,"20,619","22,118","20,203","19,352","15,196","21,269","18,535","22,603","19,870","20,526","23,380","31,166","23,836","23,429",456,2%,,,"20,619","22,118","20,203","19,352","15,196","21,269","18,535","22,603","19,870","20,526","23,380","31,166","23,836","23,429",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81186,R81186
R81183,FT,"44,176","41,961","47,014","42,780","41,333","30,774","34,147","30,138","31,030","23,377","24,716","22,801","26,557","25,846","1,841",7%,,,"40,085","36,421","38,052","34,872","32,956","24,176","26,692","22,638","24,507","19,697","21,486","20,088","23,918","23,207",,"4,091","5,540","8,962","7,908","8,377","6,598","7,455","7,500","6,523","3,680","3,230","2,713","2,639","2,639",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81188,R81188
R81185,FT,"11,656","11,221","12,762","12,410","10,134","10,775",0,0,0,0,0,0,0,0,0,,,,"11,656","11,221","12,762","12,410","10,134","10,775",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81191,R81191
R81186,FT,"14,228","11,430","10,289","8,522","8,782","6,257","6,280","6,201","11,955","5,303","5,956","5,975","6,017","6,459",61,1%,,,"14,228","11,430","10,289","8,522","8,782","6,257","6,280","6,201","11,955","5,303","5,785","5,868","5,921","6,349",,0,0,0,0,0,0,0,0,0,0,93,27,0,0,,0,0,0,0,0,0,0,0,0,0,78,79,96,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81193,R81193
R81191,FT,"10,618","12,526","12,760","11,354","9,328","12,415","12,050","11,088","10,127","12,990","12,696","12,583","12,736","12,881",40,0%,,,"10,618","12,526","12,760","11,354","9,328","12,415","12,050","11,088","10,127","12,990","12,696","12,583","12,736","12,881",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81195,R81195
R81193,PT,"19,962","22,609","19,646","16,637","15,440","20,041","18,865","18,522","16,236","16,071","18,230","16,262","18,230","16,262",0,0%,,,"19,962","22,609","19,646","16,637","15,440","20,041","18,865","18,522","16,236","16,071","18,230","16,262","17,217","17,032",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81199,R81199
R81195,FT,"16,931","15,602","17,264","16,697","15,691","14,305","14,606",0,"13,577","14,103","14,848","15,652","15,719","13,494",871,6%,,,"15,616","14,377","16,117","14,922","14,518","13,507","13,621",0,"12,029","12,669","13,301","14,814","14,353","12,157",,"1,315","1,225","1,147","1,775","1,173",798,985,0,"1,065","1,155","1,144",651,"1,114","1,114",,0,0,0,0,0,0,0,0,483,279,403,187,252,223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81201,R81201
R81199,FT,"32,958","29,176","25,257","24,656","31,062","26,579",0,0,0,0,0,0,0,0,0,,,,"32,958","29,176","25,257","24,656","31,062","26,579",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81202,R81202
R81201,FT,"21,498","18,322","17,930","17,700","14,836","12,450","12,580","12,486","17,170","9,467","9,416","8,526","8,061","8,614","-1,355",-14%,,,"19,574","16,747","16,410","16,371","13,527","12,271","12,467","12,358","16,689","9,248","9,080","8,257","7,957","8,448",,"1,924","1,575","1,520","1,329","1,309",179,113,92,364,178,256,211,77,77,,0,0,0,0,0,0,0,36,117,41,80,58,27,89,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81203,R81203
R81202,FT,"13,807","11,981","13,163","12,010","10,779","10,495","9,436","8,511","10,280","12,235","12,268","13,826","13,202","12,563",934,8%,,,"13,807","11,981","13,163","12,010","10,779","10,495","9,436","8,511","9,631","11,337","11,445","12,764","12,307","11,656",,0,0,0,0,0,0,0,0,443,708,576,785,633,633,,0,0,0,0,0,0,0,0,206,190,247,277,262,274,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81205,R81205
R81203,FT,"39,706","53,290","52,016","46,075","43,211","44,647","43,852","44,440","52,706","42,604","39,095","43,379","39,095","43,379",0,0%,Short absence in August,,"39,706","42,392","40,930","35,336","32,905","34,845","33,604","34,055","42,070","32,578","29,129","33,778","29,314","28,397",,0,"10,898","11,086","10,739","10,306","9,802","10,248","10,385","10,636","10,026","9,966","9,602","9,058","9,058",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81206,R81206
R81205,FT,"45,113","40,943","41,870","42,644","42,496","42,502","39,461","38,641","42,573","38,051","36,542","37,814","36,542","37,814",0,0%,Short absence in August,,"45,113","40,943","41,870","42,644","42,496","42,502","39,461","38,641","42,573","38,051","36,542","37,814","35,647","35,744",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81207,R81207
R81206,FT,"34,909","35,008","27,807","27,043","27,250","22,508","26,478","31,361","27,084","29,564","26,380","25,030","26,380","25,030",0,0%,Short absence in August,,"34,909","35,008","27,807","27,043","27,250","22,508","26,478","31,361","27,084","29,564","26,380","25,030","25,649","24,557",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81208,R81208
R81207,FT,"19,503","25,305","18,466","19,001","15,549","22,650","23,674","22,228","20,273","23,016","21,418","20,401","21,418","20,401",0,0%,Short absence in August,,"19,503","25,305","18,466","19,001","15,549","22,650","23,674","22,228","20,273","19,515","17,882","16,992","15,533","16,830",,0,0,0,0,0,0,0,0,0,"2,310","1,870","2,027","1,590","1,590",,0,0,0,0,0,0,0,0,0,"1,191","1,666","1,382","1,024","1,011",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81211,R81211
R81208,FT,"5,351","5,421","4,744","4,616","5,980","6,666","5,186","5,889","6,182","5,726","7,288","7,887","7,288","7,887",0,0%,Short absence in August,,"5,351","5,421","4,744","4,616","5,980","6,666","5,186","5,889","6,182","5,726","7,288","7,887","5,573","5,976",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81212,R81212
R81211,FT,"14,550","9,944","8,973","10,006","9,342","8,675","9,107","9,147","14,747","9,640","9,792","9,047","11,133","10,918","1,341",14%,,,"14,550","9,944","8,973","10,006","9,342","8,675","9,107","9,147","14,427","9,478","9,527","8,817","10,577","10,342",,0,0,0,0,0,0,0,0,0,0,0,16,370,370,,0,0,0,0,0,0,0,0,320,162,265,214,186,206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81213,R81213
R81212,FT,"31,669","25,409","24,155","25,378","30,614","27,312","26,764","26,321","31,902","26,177","26,833","25,619","26,833","25,619",0,0%,Short absence in August,,"31,669","25,409","24,155","25,378","30,614","27,192","26,764","26,321","31,902","26,177","26,833","25,619","22,116","27,881",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,,,,,R81219,R81219
